Earnings Dates: ,20180315,20180509,20180808,20181107,20190311,20190507,20190806,
Before Earnings:,10.210000038146973,8.569999694824219,9.479999542236328,7.420000076293945,7.590000152587891,6.949999809265137,5.550000190734863,
After Earnings:,8.930000305175781,7.820000171661377,8.470000267028809,8.100000381469727,6.570000171661377,6.179999828338623,5.210000038146973,
Difference:,-12.53672603514995%,-8.751453324039181%,-10.654001307781298%,9.16442450382588%,-13.438734656398314%,-11.079136720263165%,-6.126128664923018%,
Average Difference:,10.250086
