Earnings Dates: ,20140226,20140521,20140820,20141119,20150225,20150520,20150819,20151118,20160224,20160518,20160817,20161116,20170222,20170517,20170816,20171115,20180228,20180523,20180822,20181119,20190227,20190522,
Before Earnings:,56.56999969482422,55.86000061035156,62.97999954223633,77.68000030517578,92.47000122070312,88.69999694824219,81.18000030517578,92.2300033569336,83.19000244140625,63.779998779296875,74.05999755859375,67.93000030517578,58.130001068115234,48.400001525878906,39.54999923706055,49.2599983215332,49.33000183105469,34.04999923706055,32.4900016784668,34.54999923706055,27.399999618530273,21.5,
After Earnings:,56.04999923706055,56.689998626708984,63.720001220703125,80.08000183105469,91.9800033569336,88.45999908447266,83.94000244140625,92.12999725341797,85.66999816894531,60.619998931884766,77.87000274658203,69.63999938964844,48.939998626708984,49.689998626708984,37.54999923706055,49.119998931884766,42.4900016784668,35.220001220703125,28.25,28.43000030517578,26.139999389648438,24.260000228881836,
Difference:,-0.9192159458527422%,1.4858539335633534%,1.1749788565344923%,3.0896003043900544%,-0.5298992725219361%,-0.2705725727471825%,3.3998547990329335%,-0.1084312044623891%,2.981122316092987%,-4.954531056588625%,5.144484625419998%,2.517295858664035%,-15.809396649825693%,2.6652831821510006%,-5.056890110192187%,-0.2842050231805206%,-13.865801538004218%,3.436129250684769%,-13.050173774773663%,-17.713456055072967%,-4.59854104534262%,12.83721036689226%,
Average Difference:,5.267860
