Earnings Dates: ,20130118,20130419,20130719,20131018,20140117,20140721,20141017,20150116,20150420,20150717,20151016,20160122,20160422,20160722,
Before Earnings:,29.56999969482422,27.31999969482422,34.29999923706055,34.029998779296875,38.0099983215332,39.720001220703125,34.939998626708984,36.709999084472656,41.40999984741211,45.349998474121094,39.52000045776367,36.060001373291016,39.869998931884766,43.16999816894531,
After Earnings:,29.139999389648438,28.309999465942383,34.83000183105469,34.66999816894531,39.34000015258789,39.279998779296875,35.84000015258789,38.189998626708984,41.77000045776367,44.75,40.0099983215332,35.27000045776367,41.959999084472656,42.400001525878906,
Difference:,-1.4541775773201862%,3.6237180899592754%,1.545197101408335%,1.8806917796241576%,3.499084161498693%,-1.1077603924566573%,2.575848772904425%,4.031597872913944%,0.8693567053322762%,-1.323039678741074%,1.2398731227070914%,-2.190795578040335%,5.242037142159237%,-1.7836383500713455%,
Average Difference:,2.311915
