Earnings Dates: ,20130131,20130425,20130725,20131024,20140129,20140423,20140723,20141022,20150129,20150423,20150723,20151022,20160202,20160428,20160728,20161027,20170126,20170427,20170727,20190801,
Before Earnings:,49.25936508178711,45.78658676147461,48.917781829833984,58.41099166870117,61.28599548339844,69.65482330322266,74.43700408935547,68.61583709716797,61.2432975769043,71.19195556640625,71.16349029541016,67.57685089111328,60.60282516479492,76.28726196289062,76.3299560546875,76.51498413085938,85.695068359375,91.55894470214844,94.53357696533203,72.16000366210938,
After Earnings:,45.82928466796875,48.348472595214844,49.800209045410156,57.81321716308594,63.66285705566406,70.26683044433594,76.70000457763672,67.76187133789062,64.06137084960938,72.58675384521484,67.9753646850586,71.04962921142578,64.08983612060547,76.03106689453125,76.38688659667969,77.65359497070312,87.41722869873047,89.93641662597656,94.07813262939453,71.69000244140625,
Difference:,-6.963306181724577%,5.595275854665446%,1.8038986694977184%,-1.0233938656712527%,3.87831111091193%,0.8786285171510385%,3.0401552506931973%,-1.2445607244695265%,4.601439478608045%,1.9592077050159935%,-4.480001749657278%,5.1390058496632145%,5.7538752464566665%,-0.3358294186570744%,0.07458479597629919%,1.488088709391152%,2.009637628309407%,-1.7721131249930213%,-0.48178049594433897%,-0.6513320355468868%,
Average Difference:,2.658721
