Earnings Dates: ,20121105,20130131,20131104,20140807,20141106,20150219,20150806,20151105,20160218,20160505,20160804,20161103,20170216,20170504,20170803,20171102,20180215,20180503,20180802,20181101,20190221,20190502,20190801,
Before Earnings:,58.0,56.880001068115234,58.63999938964844,55.34000015258789,63.25,64.80000305175781,63.720001220703125,65.3499984741211,71.30999755859375,75.58000183105469,78.79000091552734,73.87000274658203,74.29000091552734,78.87999725341797,83.12000274658203,86.80000305175781,77.11000061035156,79.0,78.19000244140625,75.62999725341797,80.0,85.16000366210938,85.93000030517578,
After Earnings:,57.7599983215332,57.04999923706055,58.349998474121094,56.900001525878906,63.56999969482422,63.75,65.1500015258789,61.95000076293945,70.87000274658203,74.16000366210938,77.75,73.75,73.5,79.80999755859375,82.80000305175781,87.04000091552734,77.7699966430664,79.25,79.11000061035156,74.54000091552734,82.0999984741211,86.02999877929688,86.12999725341797,
Difference:,-0.4137959973565464%,0.29887159942513963%,-0.49454454049420893%,2.8189399511920032%,0.505928371263587%,-1.6203750035615614%,2.2441937818280566%,-5.202751018468739%,-0.6170170061360405%,-1.87880144819189%,-1.3199656091416394%,-0.16245125506995298%,-1.0634014077151879%,1.1790065131315446%,-0.3849851831692552%,0.27649522503636703%,0.8559149623793975%,0.31645569620253167%,1.1766186727449426%,-1.4412222365132565%,2.624998092651367%,1.0216006103515363%,0.23274403297091711%,
Average Difference:,1.223960
