Earnings Dates: ,20130717,20131016,20140115,20140416,20140716,20141015,20150121,20150415,20150715,20151021,20160120,20160420,20160720,20161019,20170118,20170419,20170719,20180117,20180418,20180718,20181017,20190116,20190417,20190717,
Before Earnings:,39.58000183105469,35.619998931884766,35.4900016784668,33.310001373291016,36.90999984741211,35.290000915527344,42.0,43.43000030517578,37.58000183105469,31.420000076293945,12.010000228881836,19.0,22.09000015258789,20.709999084472656,22.440000534057617,20.979999542236328,19.670000076293945,19.56999969482422,16.170000076293945,17.780000686645508,17.950000762939453,17.469999313354492,19.690000534057617,20.59000015258789,
After Earnings:,39.52000045776367,35.220001220703125,35.54999923706055,33.77000045776367,36.810001373291016,36.81999969482422,42.08000183105469,43.68000030517578,37.400001525878906,29.75,13.880000114440918,18.15999984741211,20.950000762939453,21.190000534057617,22.469999313354492,20.719999313354492,20.559999465942383,19.010000228881836,16.540000915527344,17.989999771118164,17.940000534057617,17.719999313354492,19.389999389648438,20.420000076293945,
Difference:,-0.15159517563220073%,-1.1229582346325901%,0.16905482038946457%,1.380963871233874%,-0.27092515452314475%,4.335502237472843%,0.19048055013020831%,0.5756389551998373%,-0.47897896861472694%,-5.315086162440663%,15.570356785356898%,-4.421053434673109%,-5.160703403231458%,2.3177280096783903%,0.13368439653709135%,-1.23927661846899%,4.524653717317746%,-2.8615200545480275%,2.288193181741778%,1.181097167394295%,-0.055711579146464185%,1.431024669868727%,-1.5236218195640492%,-0.8256438806902028%,
Average Difference:,2.396894
