Earnings Dates: ,20130124,20130402,20130627,20130926,20140129,20140325,20140626,20141002,20150128,20150324,20150701,20160128,20160329,20160630,20160930,20170125,20170328,20170629,20170928,20180125,20180327,20180628,20180927,20190124,20190326,20190627,
Before Earnings:,66.58999633789062,72.70999908447266,72.02999877929688,68.05000305175781,69.62000274658203,67.51000213623047,71.18000030517578,65.61000061035156,72.91999816894531,73.19999694824219,80.94999694824219,82.19000244140625,97.36000061035156,102.70999908447266,97.38999938964844,94.05000305175781,101.36000061035156,98.94999694824219,96.44999694824219,100.08999633789062,106.97000122070312,105.93000030517578,129.88999938964844,139.0,143.92999267578125,150.6300048828125,
After Earnings:,62.369998931884766,72.62000274658203,70.58999633789062,66.55999755859375,65.30000305175781,71.19999694824219,70.2699966430664,67.5,71.86000061035156,75.12000274658203,79.56999969482422,85.41000366210938,99.58999633789062,106.66999816894531,99.91999816894531,95.79000091552734,98.43000030517578,95.36000061035156,101.6500015258789,105.08999633789062,107.3499984741211,114.83000183105469,128.2899932861328,124.3499984741211,145.36000061035156,155.8699951171875,
Difference:,-6.337284334110442%,-0.12377436256885317%,-1.9991704370542633%,-2.1895744692778143%,-6.205112789996705%,5.465849052360518%,-1.2784541419048083%,2.88065747914388%,-1.4536445216823588%,2.6229588502543653%,-1.7047526935675013%,3.917752920130016%,2.290463962160209%,3.855514672155532%,2.597801412005952%,1.850077413407389%,-2.890686945079349%,-3.628091408399382%,5.3913994216372965%,4.995504229134608%,0.3552372151833009%,8.401776173169754%,-1.231816237611852%,-10.539569443078351%,0.9935440890291495%,3.478716102048606%,
Average Difference:,3.410738
