Earnings Dates: ,20190508,20190807,
Before Earnings:,37.41999816894531,37.040000915527344,
After Earnings:,38.5,35.130001068115234,
Difference:,2.8861621697004147%,-5.156586933591107%,
Average Difference:,4.021375
