Earnings Dates: ,20130423,20130723,20131022,20140422,20140722,20141021,20150122,20150421,20150721,20151020,20160121,20160421,20160721,20161020,20170124,20170420,20170720,20171019,20180123,20180424,20180719,20181018,20190418,20190723,
Before Earnings:,84.58000183105469,85.43000030517578,86.76000213623047,86.4000015258789,95.26000213623047,93.19999694824219,105.01000213623047,106.13999938964844,102.61000061035156,106.31999969482422,103.6500015258789,115.80000305175781,117.01000213623047,116.2300033569336,118.04000091552734,120.4000015258789,126.45999908447266,130.02000427246094,139.35000610351562,137.22999572753906,130.0,126.44000244140625,135.8699951171875,149.7100067138672,
After Earnings:,86.3499984741211,82.20999908447266,86.70999908447266,86.88999938964844,91.62999725341797,94.23999786376953,108.16999816894531,101.87999725341797,104.4800033569336,108.94999694824219,102.69999694824219,108.79000091552734,116.72000122070312,109.5199966430664,116.83999633789062,118.87999725341797,124.56999969482422,133.1699981689453,146.25999450683594,132.8800048828125,125.18000030517578,125.13999938964844,138.92999267578125,147.5,
Difference:,2.0926892938615755%,-3.7691691550983655%,-0.05763376040412927%,0.5671271471248354%,-3.8106285969018385%,1.1158808471902626%,3.009233376279101%,-4.013569022731628%,1.8224371264581989%,2.47366183311417%,-0.9165504714435779%,-6.05354227244475%,-0.24784284269109427%,-5.7730418309128515%,-1.0166084109872846%,-1.262462004316691%,-1.494543257418464%,2.422699425454152%,4.958728454010439%,-3.16985424481334%,-3.7076920729417067%,-1.0281580406962179%,2.2521510771782323%,-1.4761917138184735%,
Average Difference:,2.438004
