Earnings Dates: ,20130129,20130424,20130724,20131024,20140128,20140424,
Before Earnings:,72.18000030517578,76.29000091552734,79.58999633789062,77.83999633789062,76.51000213623047,81.18000030517578,
After Earnings:,71.61000061035156,72.75,75.61000061035156,75.45999908447266,80.69999694824219,81.81999969482422,
Difference:,-0.7896920094406621%,-4.640189897817717%,-5.000623081627528%,-3.057550572185014%,5.476401378934994%,0.7883707652654852%,
Average Difference:,3.292138
