Earnings Dates: ,20130215,20130719,20131021,20140214,20140718,20141020,20150213,20150501,20150724,20151023,20160219,20160429,20160722,20161024,20170217,20170428,20170724,20171023,20180216,20180504,20180720,20181019,20190118,20190522,20190724,
Before Earnings:,35.97222137451172,46.970340728759766,48.09321975708008,56.39359664916992,58.00376510620117,60.03766632080078,66.85498809814453,68.20150756835938,70.31073760986328,68.93596649169922,57.674198150634766,59.00188446044922,59.48210906982422,51.47834396362305,47.429378509521484,54.472694396972656,55.225990295410156,62.50470733642578,79.03955078125,73.87947082519531,84.0301284790039,82.00565338134766,68.98304748535156,86.7231674194336,88.2699966430664,
After Earnings:,37.16572570800781,46.36064147949219,49.72457504272461,53.53107452392578,57.3917121887207,60.225990295410156,70.86628723144531,67.84368896484375,70.1506576538086,60.02824783325195,55.13182830810547,59.36911392211914,58.72881317138672,49.97175216674805,49.60451889038086,51.440677642822266,55.442562103271484,65.86628723144531,70.28248596191406,71.81732940673828,87.51412200927734,73.2203369140625,77.532958984375,85.0564956665039,89.33000183105469,
Difference:,3.3178499628097935%,-1.2980515785235969%,3.392069181237071%,-5.07597013726961%,-1.0551951521764822%,0.31367637376692614%,5.9999997717628935%,-0.5246491115419671%,-0.22767497753036128%,-12.921728832974106%,-4.408158108915669%,0.6224029368351567%,-1.2664243252592626%,-2.9266516380939267%,4.586061317296649%,-5.566122233745971%,0.39215558961072616%,5.378122765900078%,-11.079345381873445%,-2.7912238615463574%,4.146124245357975%,-10.713061971997401%,12.394221204621319%,-1.921829889894228%,1.200866917753015%,
Average Difference:,4.140785
