Earnings Dates: ,20170131,20170427,20171031,20180726,20190730,
Before Earnings:,25.09000015258789,18.139999389648438,14.739999771118164,19.739999771118164,24.389999389648438,
After Earnings:,19.219999313354492,19.81999969482422,11.529999732971191,20.549999237060547,21.049999237060547,
Difference:,-23.39577841185442%,9.26130298623092%,-21.77747685204655%,4.103340807164056%,-13.694137909677226%,
Average Difference:,14.446407
