Earnings Dates: ,20121101,20150429,20150730,20151102,20160204,20160504,20160728,20161101,20170221,20170503,20170727,20171101,20180222,20180502,20180731,20181101,20190220,20190501,20190731,
Before Earnings:,39.29999923706055,50.0099983215332,48.77000045776367,50.939998626708984,55.720001220703125,57.5099983215332,57.709999084472656,54.08000183105469,56.84000015258789,59.11000061035156,60.709999084472656,62.68000030517578,57.47999954223633,59.689998626708984,60.720001220703125,62.689998626708984,70.2699966430664,71.12999725341797,75.86000061035156,
After Earnings:,39.2400016784668,48.7599983215332,49.720001220703125,50.959999084472656,54.93000030517578,57.400001525878906,57.970001220703125,53.439998626708984,57.599998474121094,59.4900016784668,60.529998779296875,63.22999954223633,59.470001220703125,58.869998931884766,59.7400016784668,62.189998626708984,70.52999877929688,71.5199966430664,76.54000091552734,
Difference:,-0.15266554645927655%,-2.4995001838697872%,1.9479203486212455%,0.03926277640923451%,-1.4178049142500986%,-0.19126551706594516%,0.45053221340359445%,-1.183437837789033%,1.3370836022043904%,0.6428710272229082%,-0.29649202419740867%,0.8774716566412186%,3.46207671244768%,-1.3737639699949673%,-1.6139649580609476%,-0.7975753883442831%,0.3700044807901999%,0.5482910230672012%,0.8963884783873718%,
Average Difference:,1.057809
