Earnings Dates: ,20121107,20130214,20130507,20130806,20131106,20140213,20140507,20140806,20141106,20150210,20150507,20150806,20151105,20160211,20160503,20160802,20161101,20170214,20170503,20170802,20171101,20180214,20180502,20180801,20181031,20190212,20190501,20190731,
Before Earnings:,43.20000076293945,44.619998931884766,50.970001220703125,50.08000183105469,54.0099983215332,53.099998474121094,59.77000045776367,67.20999908447266,74.16000366210938,76.33999633789062,73.5199966430664,70.41000366210938,87.41999816894531,84.18000030517578,96.7699966430664,100.8499984741211,103.80999755859375,96.20999908447266,95.36000061035156,89.19000244140625,80.87000274658203,75.69999694824219,71.68000030517578,67.0,58.209999084472656,65.36000061035156,64.19000244140625,56.91999816894531,
After Earnings:,41.599998474121094,43.970001220703125,50.720001220703125,53.2599983215332,54.689998626708984,54.529998779296875,61.95000076293945,71.08000183105469,77.05000305175781,73.20999908447266,74.0199966430664,73.76000213623047,87.81999969482422,83.62999725341797,98.30999755859375,100.79000091552734,105.30999755859375,99.5,90.88999938964844,91.83000183105469,81.04000091552734,80.44999694824219,60.63999938964844,69.33000183105469,64.0,59.189998626708984,59.349998474121094,53.9900016784668,
Difference:,-3.703708936484497%,-1.4567407591692303%,-0.49048458703676534%,6.34983301559425%,1.2590267104390418%,2.6930326671717486%,3.647315189024088%,5.758075880521932%,3.8969784883182617%,-4.100075194612532%,0.6800870821954186%,4.757844482152571%,0.4575629538516749%,-0.6533654665762644%,1.591403295390819%,-0.059491878533985146%,1.444947534223138%,3.419603936009513%,-4.687501250097408%,2.9599723258027675%,0.2102116522464165%,6.27476907726652%,-15.401786925955385%,3.4776146732159514%,9.946746274854021%,-9.44002742659918%,-7.540121176507504%,-5.1475695445069025%,
Average Difference:,3.982354
