Earnings Dates: ,20121106,20130226,20130501,20130806,20131105,20140225,20140507,20140805,20150804,20151103,20160503,20160802,20170808,20171107,20180508,20180807,20181106,20190507,20190806,
Before Earnings:,37.119998931884766,39.9900016784668,35.31999969482422,40.34000015258789,46.290000915527344,42.0099983215332,41.540000915527344,43.81999969482422,47.08000183105469,50.79999923706055,50.2599983215332,49.59000015258789,59.060001373291016,57.4900016784668,63.970001220703125,77.48999786376953,68.91000366210938,78.70999908447266,69.69999694824219,
After Earnings:,37.880001068115234,37.060001373291016,37.029998779296875,41.209999084472656,43.40999984741211,39.060001373291016,43.41999816894531,41.400001525878906,47.68000030517578,49.75,47.38999938964844,51.290000915527344,55.91999816894531,62.040000915527344,69.58000183105469,72.93000030517578,71.44000244140625,75.7300033569336,72.45999908447266,
Difference:,2.047419606948463%,-7.326832163534223%,4.841447053362344%,2.1566656633464425%,-6.221648328266024%,-7.022130602490641%,4.5257515936049%,-5.522588283429745%,1.2744232174717665%,-2.0669276630510893%,-5.710304472205193%,3.4281120340967317%,-5.316632460773564%,7.91441834096306%,8.769736600436321%,-5.884627286492387%,3.671453555136018%,-3.786044673105497%,3.9598310718435044%,
Average Difference:,4.813000
