Earnings Dates: ,20150409,20150709,20151028,20160107,20160405,20160706,20161020,20170105,20170405,20170629,20171025,20180104,20180328,20180628,20181011,20181220,20190402,20190627,
Before Earnings:,87.68000030517578,85.91000366210938,95.16000366210938,79.62999725341797,86.30999755859375,83.5199966430664,77.18000030517578,82.9800033569336,82.5,77.08999633789062,67.29000091552734,75.51000213623047,65.95999908447266,66.26000213623047,72.30999755859375,73.29000091552734,63.4900016784668,52.380001068115234,
After Earnings:,92.62000274658203,89.55000305175781,84.94999694824219,81.16999816894531,83.36000061035156,81.55000305175781,81.0199966430664,83.02999877929688,81.16999816894531,78.37000274658203,69.36000061035156,71.5999984741211,67.58999633789062,59.70000076293945,70.9000015258789,69.61000061035156,55.36000061035156,54.52000045776367,
Difference:,5.634126852431865%,4.236991310074708%,-10.729304666822525%,1.9339457097133608%,-3.417908737906645%,-2.3587088966581478%,4.975377458806657%,0.06024996425732702%,-1.6121234315814394%,1.6604053307786555%,3.0762366869675%,-5.17812680637353%,2.4711905337210336%,-9.90039414699031%,-1.9499323472833827%,-5.021149214361833%,-12.805167511710112%,4.085527579248368%,
Average Difference:,4.505937
