Earnings Dates: ,20121102,20130430,20130731,20131031,20140430,20140731,20141030,20150218,20150430,20150803,20151103,20160218,20160503,20160802,20161101,20170222,20170503,20170802,20171101,20180502,20180801,20181101,20190220,20190501,20190731,
Before Earnings:,10.0,12.239686012268066,12.121807098388672,12.455795288085938,14.259331703186035,15.131630897521973,16.353633880615234,16.722986221313477,17.288801193237305,17.459999084472656,19.18000030517578,21.350000381469727,22.959999084472656,25.809999465942383,23.260000228881836,22.989999771118164,24.239999771118164,26.239999771118164,26.3700008392334,24.520000457763672,26.18000030517578,25.360000610351562,26.940000534057617,27.780000686645508,29.579999923706055,
After Earnings:,9.909626960754395,12.07465648651123,12.070727348327637,12.385068893432617,14.271120071411133,14.805500984191895,16.648330688476562,17.25343894958496,17.060903549194336,17.06999969482422,19.1200008392334,21.8700008392334,23.110000610351562,25.940000534057617,22.34000015258789,23.170000076293945,24.010000228881836,26.670000076293945,26.579999923706055,25.3799991607666,25.899999618530273,25.3700008392334,26.280000686645508,27.399999618530273,29.690000534057617,
Difference:,-0.9037303924560546%,-1.3483150269657551%,-0.42138725395015636%,-0.5678191798878603%,0.08267125325700728%,-2.155285940681296%,1.802026448755507%,3.1719976399634975%,-1.318180719968677%,-2.233673597355842%,-0.31282307084318334%,2.4355992902697796%,0.6533167763945992%,0.5036848926974116%,-3.9552883372356353%,0.7829504435311554%,-0.9488430049837352%,1.6387206895065367%,0.7963560022350045%,3.5073355911403814%,-1.0695213268968211%,0.03943307823799499%,-2.4498880264598952%,-1.3678943798511485%,0.3718749514377301%,
Average Difference:,1.393545
