Earnings Dates: ,20130129,20130425,20130725,20131024,20140204,20140429,20140724,20141022,20150204,20150428,20150723,20151028,20160204,20160427,20160728,20161026,20170202,20170427,20170727,20171026,20180201,20180425,20180725,20181024,20190206,20190424,20190724,
Before Earnings:,6.860000133514404,7.360000133514404,9.609999656677246,12.289999961853027,13.010000228881836,13.579999923706055,13.020000457763672,12.029999732971191,14.649999618530273,17.979999542236328,17.610000610351562,16.81999969482422,17.729999542236328,19.690000534057617,23.65999984741211,22.440000534057617,23.959999084472656,25.969999313354492,27.420000076293945,29.610000610351562,27.959999084472656,28.5,33.56999969482422,36.029998779296875,37.75,35.88999938964844,42.880001068115234,
After Earnings:,7.099999904632568,7.539999961853027,10.829999923706055,11.539999961853027,12.850000381469727,12.729999542236328,13.260000228881836,12.319999694824219,14.960000038146973,17.75,17.360000610351562,18.399999618530273,17.34000015258789,21.889999389648438,24.34000015258789,22.09000015258789,25.100000381469727,26.18000030517578,27.049999237060547,28.81999969482422,27.6299991607666,29.420000076293945,34.31999969482422,35.68000030517578,38.77000045776367,35.439998626708984,42.869998931884766,
Difference:,3.49853886949141%,2.4456497971919604%,12.695112493382085%,-6.102522394857019%,-1.2298220184263655%,-6.259207557033306%,1.843316149616992%,2.4106398029104743%,2.116043875008642%,-1.2791965967298413%,-1.4196478781099204%,9.393578789375637%,-2.199658204837415%,11.173178242354549%,2.874050336268952%,-1.5597164578428788%,4.757935478118826%,0.8086291774112628%,-1.3493830714948973%,-2.6680205985918213%,-1.1802572765079855%,3.2280704431366507%,2.23413764318751%,-0.9714085095173682%,2.701987967585886%,-1.2538332978329458%,-0.02332587682211172%,
Average Difference:,3.321366
