Earnings Dates: ,20121112,20130129,20130426,20130725,20131112,20140128,20140424,20140724,20141111,20150126,20150422,20150728,20151110,20160125,20160421,20160721,20161108,20170124,20170420,20170726,20171109,20180131,20180426,20180726,20181108,20190125,20190425,20190730,
Before Earnings:,20.600000381469727,21.309999465942383,24.530000686645508,21.200000762939453,18.059999465942383,20.940000534057617,21.350000381469727,24.799999237060547,23.43000030517578,23.100000381469727,28.559999465942383,26.739999771118164,28.770000457763672,27.709999084472656,31.420000076293945,34.40999984741211,29.3700008392334,28.739999771118164,33.95000076293945,37.0,45.40999984741211,48.529998779296875,44.93000030517578,39.540000915527344,37.59000015258789,38.29999923706055,46.66999816894531,44.0,
After Earnings:,19.399999618530273,23.81999969482422,26.65999984741211,19.3799991607666,18.90999984741211,23.0,23.1299991607666,21.940000534057617,23.950000762939453,24.3799991607666,27.030000686645508,27.59000015258789,31.149999618530273,26.399999618530273,31.780000686645508,34.290000915527344,27.770000457763672,30.639999389648438,33.099998474121094,36.290000915527344,45.9900016784668,49.04999923706055,45.470001220703125,43.84000015258789,34.220001220703125,37.29999923706055,44.45000076293945,46.52000045776367,
Difference:,-5.8252463141645725%,11.77850911208757%,8.683241341799897%,-8.584912908845114%,4.706536027715065%,9.837628526283563%,8.337230667413882%,-11.532253189463868%,2.21937879210698%,5.541120165191251%,-5.3571386831480465%,3.178759868157556%,8.272503034056614%,-4.727533414739242%,1.1457689671464357%,-0.3487327300694262%,-5.447736927989441%,6.610993854076678%,-2.503688570594202%,-1.9189164445206925%,1.277255743236347%,1.0715031338214385%,1.2018716044057929%,10.875061045767296%,-8.96514742805277%,-2.6109661094519336%,-4.756797713960632%,5.727273767644709%,
Average Difference:,5.465847
