Earnings Dates: ,20121120,20130521,20130820,20131119,20140520,20140819,20141118,20150602,20151203,20160301,20160825,20161122,20170525,20170822,20171121,20180524,20180821,20181120,20190523,
Before Earnings:,41.810001373291016,49.88999938964844,54.099998474121094,58.310001373291016,60.34000015258789,63.470001220703125,69.19000244140625,76.69999694824219,76.11000061035156,77.38999938964844,86.6500015258789,80.58000183105469,84.69999694824219,83.5199966430664,78.9000015258789,85.26000213623047,90.02999877929688,90.37000274658203,88.76000213623047,
After Earnings:,42.65999984741211,52.349998474121094,52.83000183105469,57.939998626708984,59.40999984741211,64.01000213623047,72.47000122070312,76.87999725341797,76.66999816894531,74.18000030517578,85.38999938964844,73.5999984741211,85.58000183105469,81.76000213623047,82.66000366210938,86.98999786376953,95.16999816894531,92.16000366210938,91.63999938964844,
Difference:,2.0330027414543164%,4.930846090535483%,-2.347498482229927%,-0.6345442254637154%,-1.5412666602983012%,0.8507970775825385%,4.740567514901523%,0.2346809808835416%,0.735773950995851%,-4.1478215658211015%,-1.4541282331704937%,-8.66220302596664%,1.0389668412269797%,-2.10727320112033%,4.765528597609978%,2.0290824351315804%,5.7092074412317135%,1.9807467756163648%,3.244701649508409%,
Average Difference:,2.799402
