Earnings Dates: ,20160421,20160722,20161027,20170126,20170421,20170724,20171024,20180124,20180420,20180720,20181025,20190424,20190723,
Before Earnings:,108.22000122070312,114.97000122070312,116.7699966430664,124.29000091552734,132.7100067138672,146.7899932861328,158.19000244140625,173.88999938964844,154.57000732421875,139.64999389648438,113.08000183105469,147.4499969482422,141.5,
After Earnings:,112.2699966430664,120.48999786376953,115.02999877929688,124.0999984741211,137.55999755859375,143.6999969482422,165.74000549316406,170.58999633789062,144.2100067138672,144.22999572753906,114.86000061035156,145.97000122070312,151.66000366210938,
Difference:,3.742372368028114%,4.801249529840309%,-1.4901069742154944%,-0.15287025505405183%,3.6545781021498325%,-2.105045629280328%,4.772743495313075%,-1.8977532137217659%,-6.702464979910956%,3.279629095042866%,1.574105722032312%,-1.0037272012006686%,7.180214602197438%,
Average Difference:,3.258220
