Earnings Dates: ,20130423,20130723,20131022,20140422,20140722,20141021,20150421,20150721,20151020,20160115,20160415,20160719,20161018,20170120,20170418,20170721,20171024,20180119,20180420,20180720,20181023,20190118,20190418,20190719,
Before Earnings:,7.730000019073486,10.420000076293945,10.039999961853027,10.279999732971191,10.1899995803833,9.15999984741211,9.59000015258789,10.199999809265137,8.9399995803833,8.359999656677246,8.479999542236328,9.15999984741211,10.010000228881836,13.979999542236328,13.989999771118164,14.3100004196167,15.119999885559082,18.149999618530273,18.149999618530273,17.6200008392334,16.389999389648438,15.609999656677246,15.760000228881836,14.789999961853027,
After Earnings:,8.010000228881836,10.420000076293945,9.680000305175781,10.390000343322754,10.100000381469727,9.260000228881836,9.579999923706055,10.40999984741211,9.210000038146973,8.199999809265137,8.739999771118164,8.880000114440918,10.25,14.039999961853027,13.34000015258789,14.229999542236328,15.4399995803833,18.670000076293945,18.889999389648438,17.81999969482422,16.280000686645508,15.699999809265137,15.25,15.130000114440918,
Difference:,3.622253675516941%,0.0%,-3.585653964592276%,1.0700448755728655%,-0.8832110168761053%,1.0917072394709566%,-0.1042776717697689%,2.0588239419006635%,3.0201394903431935%,-1.9138738514697822%,3.0660406004369807%,-3.056765694710106%,2.397600056248682%,0.4291875649596851%,-4.6461731891674045%,-0.5590557304995101%,2.116400114062477%,2.8650163564343907%,4.07713381086058%,1.1350672307886323%,-0.6711330512458863%,0.5765544815332053%,-3.2360420144360633%,2.298851612338289%,
Average Difference:,2.020042
