Earnings Dates: ,20130124,20130425,20130725,20131024,20140130,20140424,20140724,20141023,20150129,20150430,20150723,20151105,20160128,20160428,20160728,20161027,20170126,20170427,20170727,20171026,20180125,20180504,20180726,20181025,20190131,20190730,
Before Earnings:,49.11000061035156,59.13999938964844,67.99500274658203,80.0,79.2300033569336,72.41000366210938,89.12000274658203,94.76000213623047,118.97000122070312,113.19999694824219,138.25999450683594,127.16999816894531,102.30999755859375,106.1500015258789,108.11000061035156,98.41000366210938,113.9800033569336,125.19999694824219,137.75,119.55999755859375,103.11000061035156,85.4000015258789,87.66999816894531,74.70999908447266,88.05999755859375,92.61000061035156,
After Earnings:,48.744998931884766,58.974998474121094,70.32499694824219,78.9800033569336,76.98999786376953,70.625,86.19000244140625,100.4000015258789,120.87000274658203,108.05999755859375,139.00999450683594,120.45999908447266,97.20999908447266,108.02999877929688,111.26000213623047,104.72000122070312,111.52999877929688,123.97000122070312,134.14999389648438,99.98999786376953,104.38999938964844,86.88999938964844,88.30999755859375,72.72000122070312,88.45999908447266,91.86000061035156,
Difference:,-0.7432328933627842%,-0.2790005364055257%,3.426713887113241%,-1.2749958038330078%,-2.8272187280780097%,-2.4651340586016706%,-3.287702215974352%,5.951877651437963%,1.597042537096544%,-4.540635625633958%,0.5424562634153135%,-5.276401023108001%,-4.984848593315902%,1.7710760493579774%,2.913700405230867%,6.4119472856226265%,-2.1495038651336213%,-0.9824247264539023%,-2.61343455790608%,-16.368350697927532%,1.2413914961885586%,1.744728146542263%,0.7300095848241271%,-2.663629886435271%,0.4542374937187018%,-0.8098477432859105%,
Average Difference:,3.001982
