Earnings Dates: ,20180130,20180426,20180727,20181026,20190201,20190426,20190726,
Before Earnings:,127.38999938964844,110.58999633789062,117.11000061035156,122.1500015258789,109.55999755859375,124.72000122070312,123.91000366210938,
After Earnings:,125.94000244140625,115.0999984741211,126.19999694824219,115.12999725341797,116.5999984741211,123.86000061035156,134.5,
Difference:,-1.138234520126713%,4.078128479587661%,7.761930057651408%,-5.747035763215826%,6.425703790073821%,-0.6895450624873832%,8.54652249609202%,
Average Difference:,4.912443
