Earnings Dates: ,20130130,20130423,20130724,20131030,20140128,20140429,20140729,20141028,20150202,20150428,20150729,20151027,20160208,20160502,20160727,20161025,20170201,20170424,20170731,20171023,20180206,20180423,20180723,20181030,20190205,20190501,20190731,
Before Earnings:,22.760000228881836,25.809999465942383,29.25,30.56999969482422,32.29999923706055,31.81999969482422,32.45000076293945,25.979999542236328,24.219999313354492,25.139999389648438,21.40999984741211,22.65999984741211,12.3100004196167,18.610000610351562,19.100000381469727,17.0,19.829999923706055,21.34000015258789,23.899999618530273,25.1299991607666,21.690000534057617,21.670000076293945,16.84000015258789,16.770000457763672,19.889999389648438,19.56999969482422,16.969999313354492,
After Earnings:,23.799999237060547,25.299999237060547,28.799999237060547,31.790000915527344,32.79999923706055,31.780000686645508,31.540000915527344,23.530000686645508,24.3700008392334,24.190000534057617,21.489999771118164,21.75,13.539999961853027,19.200000762939453,18.729999542236328,18.829999923706055,19.34000015258789,21.979999542236328,24.719999313354492,24.350000381469727,22.540000915527344,20.559999465942383,18.40999984741211,15.670000076293945,19.709999084472656,17.90999984741211,12.859999656677246,
Difference:,4.569415631459353%,-1.9759792306652597%,-1.5384641468015492%,3.9908447264711047%,1.5479876526631842%,-0.12570398668236663%,-2.804313793580564%,-9.430326785063242%,0.6193291912943943%,-3.7788340439737187%,0.3736568158627265%,-4.015886379258013%,9.99187246392171%,3.170339243619965%,-1.9371771300714875%,10.764705433565029%,-2.4710023852919276%,2.9990599113038203%,3.430961120971953%,-3.1038551744745893%,3.9188582781962444%,-5.122291677173807%,9.323038483363367%,-6.559334236395213%,-0.9049789376537674%,-8.482370328555183%,-24.219209328092862%,
Average Difference:,4.858141
