Earnings Dates: ,20171121,20180821,20181120,
Before Earnings:,14.779999732971191,14.260000228881836,12.109999656677246,
After Earnings:,13.850000381469727,13.569999694824219,12.800000190734863,
Difference:,-6.2922826001601635%,-4.838713344899588%,5.697775009243396%,
Average Difference:,5.609590
