Earnings Dates: ,20170821,20171109,20180621,20190918,
Before Earnings:,40.970001220703125,35.599998474121094,27.0,19.15999984741211,
After Earnings:,38.40999984741211,35.599998474121094,26.5,18.520000457763672,
Difference:,-6.2484776593010825%,0.0%,-1.8518518518518516%,-3.340289116624813%,
Positive Change Percentage:,25.000000%
Negative Change Percentage:,75.000000%

Absolute Average Difference:,2.860155%
Positive Average Difference:,0.000000%
Negative Average Difference:,-3.813540%
